mirnet,mir_acc,mir_id,symbol,entrez,embl,gene_name,action_type,pmid,mbv
miRNet-hsatf-1142,MI0000086,hsa-mir-28,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression,24843176,v22
miRNet-hsatf-1143,MI0000087,hsa-mir-29a,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),18066065,v22
miRNet-hsatf-1144,MI0000087,hsa-mir-29a,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),20564213,v22
miRNet-hsatf-1145,MI0000105,hsa-mir-29b-1,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),18066065,v22
miRNet-hsatf-1146,MI0000105,hsa-mir-29b-1,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),20564213,v22
miRNet-hsatf-1147,MI0000105,hsa-mir-29b-1,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),26180082,v22
miRNet-hsatf-1148,MI0000107,hsa-mir-29b-2,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),18066065,v22
miRNet-hsatf-1149,MI0000735,hsa-mir-29c,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression,18066065,v22
miRNet-hsatf-1150,MI0000088,hsa-mir-30a,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),25311243,v22
miRNet-hsatf-1151,MI0000441,hsa-mir-30b,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression,18066065,v22
miRNet-hsatf-1152,MI0000255,hsa-mir-30d,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),18066065,v22
miRNet-hsatf-1153,MI0000090,hsa-mir-32,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Activation,22431589,v22
miRNet-hsatf-1154,MI0000268,hsa-mir-34a,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),18066065,v22
miRNet-hsatf-1155,MI0000268,hsa-mir-34a,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),19211792,v22
miRNet-hsatf-1156,MI0000779,hsa-mir-371a,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Activation,21059911,v22
miRNet-hsatf-1157,MI0017393,hsa-mir-371b,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Activation,21059911,v22
miRNet-hsatf-1158,MI0000780,hsa-mir-372,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Activation,21059911,v22
miRNet-hsatf-1159,MI0000781,hsa-mir-373,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Activation(feedback),21059911,v22
miRNet-hsatf-1160,MI0003138,hsa-mir-497,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),18066065,v22
miRNet-hsatf-1161,MI0006400,hsa-mir-548m,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression,24216476,v22
miRNet-hsatf-1162,MI0000263,hsa-mir-7-1,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Activation,20978205,v22
miRNet-hsatf-1163,MI0000467,hsa-mir-9-2,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Activation,26459601,v22
miRNet-hsatf-1164,MI0000095,hsa-mir-93,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),20878079,v22
miRNet-hsatf-1165,MI0000095,hsa-mir-93,MYC,4609,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor",Repression(feedback),23028803,v22
miRNet-hsatf-1166,MI0000113,hsa-mir-106a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,17943719,v22
miRNet-hsatf-1167,MI0000113,hsa-mir-106a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20080637,v22
miRNet-hsatf-1168,MI0000734,hsa-mir-106b,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20080637,v22
miRNet-hsatf-1169,MI0000443,hsa-mir-124-1,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1170,MI0000445,hsa-mir-124-3,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1171,MI0006405,hsa-mir-1268a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1172,MI0016748,hsa-mir-1268b,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1173,MI0006444,hsa-mir-1307,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1174,MI0006444,hsa-mir-1307,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1175,MI0000071,hsa-mir-17,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,17943719,v22
miRNet-hsatf-1176,MI0000071,hsa-mir-17,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,19351822,v22
miRNet-hsatf-1177,MI0000289,hsa-mir-181a-1,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1178,MI0000269,hsa-mir-181a-2,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1179,MI0000270,hsa-mir-181b-1,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1180,MI0000683,hsa-mir-181b-2,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1181,MI0003139,hsa-mir-181d,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1182,MI0000272,hsa-mir-182,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,23625969,v22
miRNet-hsatf-1183,MI0000273,hsa-mir-183,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,23625969,v22
miRNet-hsatf-1184,MI0000072,hsa-mir-18a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,17943719,v22
miRNet-hsatf-1185,MI0000072,hsa-mir-18a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,19351822,v22
miRNet-hsatf-1186,MI0000072,hsa-mir-18a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20080637,v22
miRNet-hsatf-1187,MI0001518,hsa-mir-18b,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20080637,v22
miRNet-hsatf-1188,MI0000073,hsa-mir-19a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation(feedback),17943719,v22
miRNet-hsatf-1189,MI0000073,hsa-mir-19a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation(feedback),19351822,v22
miRNet-hsatf-1190,MI0000073,hsa-mir-19a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation(feedback),20080637,v22
miRNet-hsatf-1191,MI0000075,hsa-mir-19b-2,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation(feedback),20080637,v22
miRNet-hsatf-1192,MI0000076,hsa-mir-20a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,17943719,v22
miRNet-hsatf-1193,MI0000076,hsa-mir-20a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,19351822,v22
miRNet-hsatf-1194,MI0001519,hsa-mir-20b,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20080637,v22
miRNet-hsatf-1195,MI0010629,hsa-mir-2110,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1196,MI0000298,hsa-mir-221,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,17943719,v22
miRNet-hsatf-1197,MI0000080,hsa-mir-24-1,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1198,MI0000081,hsa-mir-24-2,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1199,MI0000082,hsa-mir-25,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20080637,v22
miRNet-hsatf-1200,MI0000082,hsa-mir-25,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1201,MI0000085,hsa-mir-27a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1202,MI0000440,hsa-mir-27b,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1203,MI0000747,hsa-mir-296,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1204,MI0000542,hsa-mir-320a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1205,MI0000803,hsa-mir-330,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1206,MI0000816,hsa-mir-335,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,22382496,v22
miRNet-hsatf-1207,MI0000091,hsa-mir-33a,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1208,MI0000825,hsa-mir-345,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1209,MI0000764,hsa-mir-363,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20080637,v22
miRNet-hsatf-1210,MI0003685,hsa-mir-421,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Regulation,20080624,v22
miRNet-hsatf-1211,MI0015822,hsa-mir-4295,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,26756701,v22
miRNet-hsatf-1212,MI0000263,hsa-mir-7-1,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1213,MI0000264,hsa-mir-7-2,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1214,MI0005567,hsa-mir-760,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1215,MI0005562,hsa-mir-887,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1216,MI0000468,hsa-mir-9-3,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20173740,v22
miRNet-hsatf-1217,MI0000093,hsa-mir-92a-1,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1218,MI0000094,hsa-mir-92a-2,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20080637,v22
miRNet-hsatf-1219,MI0003560,hsa-mir-92b,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,27167114,v22
miRNet-hsatf-1220,MI0000095,hsa-mir-93,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Activation,20080637,v22
miRNet-hsatf-1221,MI0000095,hsa-mir-93,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,27167114,v22
miRNet-hsatf-1222,MI0000098,hsa-mir-96,MYCN,4613,ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",Repression,23625969,v22
miRNet-hsatf-1223,MI0000490,hsa-mir-206,MYF5,4617,ENSG00000111049,myogenic factor 5,Activation,18619954,v22
miRNet-hsatf-1224,MI0000651,hsa-mir-1-1,MYOCD,93649,ENSG00000141052,myocardin,Activation,15951802,v22
miRNet-hsatf-1225,MI0000437,hsa-mir-1-2,MYOCD,93649,ENSG00000141052,myocardin,Activation,15951802,v22
miRNet-hsatf-1226,MI0000459,hsa-mir-143,MYOCD,93649,ENSG00000141052,myocardin,Activation,19720868,v22
miRNet-hsatf-1227,MI0000459,hsa-mir-143,MYOCD,93649,ENSG00000141052,myocardin,Activation,21673106,v22
miRNet-hsatf-1228,MI0000461,hsa-mir-145,MYOCD,93649,ENSG00000141052,myocardin,Activation(feedback),19720868,v22
miRNet-hsatf-1229,MI0000461,hsa-mir-145,MYOCD,93649,ENSG00000141052,myocardin,Activation(feedback),21673106,v22
miRNet-hsatf-1230,MI0000490,hsa-mir-206,MYOCD,93649,ENSG00000141052,myocardin,Activation,28342807,v22
miRNet-hsatf-1231,MI0000651,hsa-mir-1-1,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Regulation,15951802,v22
miRNet-hsatf-1232,MI0000651,hsa-mir-1-1,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Activation,20956382,v22
miRNet-hsatf-1233,MI0000437,hsa-mir-1-2,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Regulation,15951802,v22
miRNet-hsatf-1234,MI0000437,hsa-mir-1-2,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Activation,20956382,v22
miRNet-hsatf-1235,MI0000479,hsa-mir-150,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Activation,25435958,v22
miRNet-hsatf-1236,MI0000272,hsa-mir-182,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Activation,26234681,v22
miRNet-hsatf-1237,MI0000490,hsa-mir-206,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Activation,18619954,v22
miRNet-hsatf-1238,MI0000490,hsa-mir-206,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Activation,20956382,v22
miRNet-hsatf-1239,MI0000490,hsa-mir-206,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Activation,26272918,v22
miRNet-hsatf-1240,MI0000078,hsa-mir-22,MYOD1,4654,ENSG00000129152,myogenic differentiation 1,Activation,27569217,v22
miRNet-hsatf-1241,MI0000450,hsa-mir-133a-1,MYOG,4656,ENSG00000122180,myogenin,Activation,22195016,v22
miRNet-hsatf-1242,MI0000451,hsa-mir-133a-2,MYOG,4656,ENSG00000122180,myogenin,Activation,22195016,v22
miRNet-hsatf-1243,MI0000822,hsa-mir-133b,MYOG,4656,ENSG00000122180,myogenin,Activation,22195016,v22
miRNet-hsatf-1244,MI0000490,hsa-mir-206,MYOG,4656,ENSG00000122180,myogenin,Activation,18619954,v22
miRNet-hsatf-1245,MI0000458,hsa-mir-142,NAB2,4665,ENSG00000166886,NGFI-A binding protein 2,Repression,23602969,v22
miRNet-hsatf-1246,MI0000071,hsa-mir-17,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,25392304,v22
miRNet-hsatf-1247,MI0000072,hsa-mir-18a,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,25392304,v22
miRNet-hsatf-1248,MI0000073,hsa-mir-19a,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,25392304,v22
miRNet-hsatf-1249,MI0000074,hsa-mir-19b-1,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,25392304,v22
miRNet-hsatf-1250,MI0000076,hsa-mir-20a,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,25392304,v22
miRNet-hsatf-1251,MI0000738,hsa-mir-302a,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation(feedback),24040406,v22
miRNet-hsatf-1252,MI0000772,hsa-mir-302b,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,24040406,v22
miRNet-hsatf-1253,MI0000773,hsa-mir-302c,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,24040406,v22
miRNet-hsatf-1254,MI0000774,hsa-mir-302d,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,24040406,v22
miRNet-hsatf-1255,MI0000775,hsa-mir-367,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,24040406,v22
miRNet-hsatf-1256,MI0000093,hsa-mir-92a-1,NANOG,79923,ENSG00000111704,Nanog homeobox,Activation,25392304,v22
miRNet-hsatf-1257,MI0000442,hsa-mir-122,NCOR1,9611,ENSG00000141027,nuclear receptor corepressor 1,Repression,23703729,v22
miRNet-hsatf-1258,MI0000650,hsa-mir-200c,NCOR1,9611,ENSG00000141027,nuclear receptor corepressor 1,Repression,25791170,v22
miRNet-hsatf-1259,MI0000255,hsa-mir-30d,NCOR1,9611,ENSG00000141027,nuclear receptor corepressor 1,Repression(feedback),26432290,v22
miRNet-hsatf-1260,MI0000442,hsa-mir-122,NCOR2,9612,ENSG00000196498,nuclear receptor corepressor 2,Repression,23703729,v22
miRNet-hsatf-1261,MI0000293,hsa-mir-217,NF1,4763,ENSG00000196712,neurofibromin 1,Activation,25703328,v22
miRNet-hsatf-1262,MI0000469,hsa-mir-125a,NFATC1,4772,ENSG00000131196,nuclear factor of activated T cells 1,Repression,24360988,v22
miRNet-hsatf-1263,MI0005566,hsa-mir-374b,NFATC1,4772,ENSG00000131196,nuclear factor of activated T cells 1,Activation,24335970,v22
miRNet-hsatf-1264,MI0000466,hsa-mir-9-1,NFATC1,4772,ENSG00000131196,nuclear factor of activated T cells 1,Activation,24335970,v22
miRNet-hsatf-1265,MI0000282,hsa-mir-199b,NFATC3,4775,ENSG00000072736,nuclear factor of activated T cells 3,Activation,21102440,v22
miRNet-hsatf-1266,MI0000079,hsa-mir-23a,NFATC3,4775,ENSG00000072736,nuclear factor of activated T cells 3,Activation(feedback),19574461,v22
miRNet-hsatf-1267,MI0000079,hsa-mir-23a,NFATC3,4775,ENSG00000072736,nuclear factor of activated T cells 3,Activation(feedback),23929433,v22
miRNet-hsatf-1268,MI0000081,hsa-mir-24-2,NFATC3,4775,ENSG00000072736,nuclear factor of activated T cells 3,Activation(feedback),19574461,v22
miRNet-hsatf-1269,MI0000083,hsa-mir-26a-1,NFATC3,4775,ENSG00000072736,nuclear factor of activated T cells 3,Repression,23543060,v22
miRNet-hsatf-1270,MI0000750,hsa-mir-26a-2,NFATC3,4775,ENSG00000072736,nuclear factor of activated T cells 3,Repression,23543060,v22
miRNet-hsatf-1271,MI0000084,hsa-mir-26b,NFATC3,4775,ENSG00000072736,nuclear factor of activated T cells 3,Repression,23543060,v22
miRNet-hsatf-1272,MI0000085,hsa-mir-27a,NFATC3,4775,ENSG00000072736,nuclear factor of activated T cells 3,Activation,19574461,v22
miRNet-hsatf-1273,MI0001150,hsa-mir-196b,NFE2,4778,ENSG00000123405,"nuclear factor, erythroid 2",Activation,24608802,v22
miRNet-hsatf-1274,MI0001445,hsa-mir-423,NFE2,4778,ENSG00000123405,"nuclear factor, erythroid 2",Activation,28411267,v22
miRNet-hsatf-1275,MI0000734,hsa-mir-106b,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Repression(feedback),22739985,v22
miRNet-hsatf-1276,MI0006340,hsa-mir-1207,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Regulation,22581777,v22
miRNet-hsatf-1277,MI0000446,hsa-mir-125b-1,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation(feedback),24176857,v22
miRNet-hsatf-1278,MI0000446,hsa-mir-125b-1,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation(feedback),25323587,v22
miRNet-hsatf-1279,MI0000470,hsa-mir-125b-2,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation(feedback),24176857,v22
miRNet-hsatf-1280,MI0000471,hsa-mir-126,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation,26826707,v22
miRNet-hsatf-1281,MI0000456,hsa-mir-140,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation,26300493,v22
miRNet-hsatf-1282,MI0000477,hsa-mir-146a,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation,25623956,v22
miRNet-hsatf-1283,MI0000271,hsa-mir-181c,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Regulation,22581777,v22
miRNet-hsatf-1284,MI0003137,hsa-mir-193b,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Regulation,22581777,v22
miRNet-hsatf-1285,MI0000650,hsa-mir-200c,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Regulation,22581777,v22
miRNet-hsatf-1286,MI0000490,hsa-mir-206,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Repression,23921124,v22
miRNet-hsatf-1287,MI0000290,hsa-mir-214,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Repression,26791102,v22
miRNet-hsatf-1288,MI0000082,hsa-mir-25,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Repression(feedback),22739985,v22
miRNet-hsatf-1289,MI0000087,hsa-mir-29a,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation,25283360,v22
miRNet-hsatf-1290,MI0000105,hsa-mir-29b-1,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Repression,22581777,v22
miRNet-hsatf-1291,MI0000105,hsa-mir-29b-1,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation,25283360,v22
miRNet-hsatf-1292,MI0000105,hsa-mir-29b-1,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Repression,25323587,v22
miRNet-hsatf-1293,MI0000107,hsa-mir-29b-2,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation,25283360,v22
miRNet-hsatf-1294,MI0000735,hsa-mir-29c,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Activation,25283360,v22
miRNet-hsatf-1295,MI0000090,hsa-mir-32,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Regulation(feedback),22581777,v22
miRNet-hsatf-1296,MI0000767,hsa-mir-365a,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Regulation(feedback),22581777,v22
miRNet-hsatf-1297,MI0003600,hsa-mir-550a-1,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Regulation,22581777,v22
miRNet-hsatf-1298,MI0003604,hsa-mir-592,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Regulation,22581777,v22
miRNet-hsatf-1299,MI0003631,hsa-mir-617,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Regulation,22581777,v22
miRNet-hsatf-1300,MI0000095,hsa-mir-93,NFE2L2,4780,ENSG00000116044,"nuclear factor, erythroid 2 like 2",Repression(feedback),22739985,v22
miRNet-hsatf-1301,MI0000300,hsa-mir-223,NFIA,4774,ENSG00000162599,nuclear factor I A,Repression(feedback),10831836,v22
miRNet-hsatf-1302,MI0000300,hsa-mir-223,NFIA,4774,ENSG00000162599,nuclear factor I A,Regulation(feedback),16325577,v22
miRNet-hsatf-1303,MI0000077,hsa-mir-21,NFIB,4781,ENSG00000147862,nuclear factor I B,Repression(feedback),18384814,v22
miRNet-hsatf-1304,MI0000062,hsa-let-7a-3,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation,22348059,v22
miRNet-hsatf-1305,MI0000063,hsa-let-7b,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation,22348059,v22
miRNet-hsatf-1306,MI0000102,hsa-mir-100,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation,26080425,v22
miRNet-hsatf-1307,MI0000267,hsa-mir-10b,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Repression,22286762,v22
miRNet-hsatf-1308,MI0000446,hsa-mir-125b-1,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation,24418602,v22
miRNet-hsatf-1309,MI0000472,hsa-mir-127,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation,27869168,v22
miRNet-hsatf-1310,MI0006416,hsa-mir-1276,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Repression,24418602,v22
miRNet-hsatf-1311,MI0006348,hsa-mir-1286,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation,24418602,v22
miRNet-hsatf-1312,MI0000448,hsa-mir-130a,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation(feedback),24885472,v22
miRNet-hsatf-1313,MI0000448,hsa-mir-130a,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation(feedback),27040383,v22
miRNet-hsatf-1314,MI0000475,hsa-mir-136,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation,26329426,v22
miRNet-hsatf-1315,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation(feedback),19021527,v22
miRNet-hsatf-1316,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation(feedback),20061417,v22
miRNet-hsatf-1317,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Regulation(feedback),22927641,v22
miRNet-hsatf-1318,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation(feedback),24107356,v22
miRNet-hsatf-1319,MI0000477,hsa-mir-146a,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation(feedback),24985472,v22
miRNet-hsatf-1320,MI0003129,hsa-mir-146b,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation(feedback),24985472,v22
miRNet-hsatf-1321,MI0000253,hsa-mir-148a,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation(feedback),25971746,v22
miRNet-hsatf-1322,MI0000479,hsa-mir-150,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation,26935950,v22
miRNet-hsatf-1323,MI0000681,hsa-mir-155,NFKB1,4790,ENSG00000109320,nuclear factor kappa B subunit 1,Activation(feedback),17911593,v22
