Geneid	021_control	021_TGFb1	021_TGFb2	025_control	025_TGFb1	025_TGFb2	029_control	029_TGFb1	029_TGFb2	050_control	050_TGFb1	050_TGFb2	LGP3_control	LGP3_TGFb1	LGP3_TGFb2	LGP5_control	LGP5_TGFb1	LGP5_TGFb2
hsa-miR-7106-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7106-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-6762-5p	1	2	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0
hsa-miR-6762-3p	1	0	2	0	0	4	3	1	0	0	1	2	1	0	2	0	0	1
hsa-miR-620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1178-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1178-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4498	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0
hsa-miR-4700-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4700-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7107-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-7107-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8072	0	2	0	0	0	0	1	0	0	0	0	1	1	4	0	0	4	0
hsa-miR-3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6880-3p	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	1
hsa-miR-5188	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
hsa-miR-3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6763-5p	0	0	1	0	0	2	0	0	1	0	0	0	4	0	1	0	0	2
hsa-miR-6763-3p	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2276-3p	0	0	1	2	7	1	4	0	1	0	1	1	5	5	2	0	2	4
hsa-miR-2276-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320d	112	131	125	132	208	220	145	78	132	83	160	104	282	145	193	173	126	148
hsa-miR-621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0
hsa-miR-5006-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5006-3p	4	2	0	0	0	1	1	3	0	0	0	1	0	1	0	1	0	2
hsa-miR-8079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3613-5p	137	117	135	139	81	80	198	46	150	89	146	98	286	61	143	314	378	77
hsa-miR-3613-3p	1	6	8	8	1	1	4	2	5	7	3	14	13	14	20	13	6	11
hsa-miR-16-5p	203388	171983	186242	245304	303501	212505	342431	173184	297931	226046	172673	279541	655807	367385	691771	591463	371250	531737
hsa-miR-16-1-3p	15	6	26	23	39	8	25	11	14	17	11	24	44	42	43	21	17	23
hsa-miR-15a-5p	1162	924	1452	1824	1177	1403	2377	534	1777	1268	977	1658	3253	1398	3648	3815	1648	2119
hsa-miR-15a-3p	11	4	8	10	13	15	19	8	10	13	3	7	29	7	16	18	14	3
hsa-miR-5693	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4703-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4703-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548x-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-4704-5p	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4704-3p	1	4	1	5	2	2	9	4	11	3	8	8	2	0	0	0	1	2
hsa-miR-3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-17-5p	450	333	561	830	635	542	563	245	383	627	476	778	873	850	1187	1643	1060	1196
hsa-miR-17-3p	80	34	60	65	93	90	56	50	55	65	63	87	90	47	156	140	132	136
hsa-miR-18a-5p	150	111	133	234	136	154	150	30	109	141	113	191	226	162	285	360	233	238
hsa-miR-18a-3p	12	3	4	10	14	21	12	5	10	7	5	5	25	9	23	18	19	21
hsa-miR-19a-5p	0	2	0	3	2	0	0	0	0	1	0	1	3	0	0	0	0	0
hsa-miR-19a-3p	336	252	486	473	302	331	411	69	291	401	435	586	551	292	590	681	379	310
hsa-miR-20a-5p	2138	1224	2443	3674	2755	2847	2725	833	1760	2381	1974	3021	4658	3374	5237	6785	3639	4833
hsa-miR-20a-3p	31	19	40	36	39	36	45	9	20	42	17	58	53	42	65	56	39	49
hsa-miR-19b-1-5p	7	9	9	5	4	2	2	2	3	6	7	7	12	3	9	8	1	8
hsa-miR-19b-3p	3625	3154	5552	5470	2963	3863	4294	896	3655	6177	4668	8009	5145	3832	7096	7476	3284	3702
hsa-miR-92a-1-5p	3	0	3	3	5	2	5	0	0	1	1	5	0	9	6	1	4	3
hsa-miR-92a-3p	12356	7052	9962	11224	11600	13987	12731	6994	9476	7975	7046	8968	19271	13439	15524	20957	13201	19637
hsa-miR-548as-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548as-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-3170	1	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0
hsa-miR-623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4306	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0
hsa-miR-2681-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2681-3p	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0
hsa-miR-4705	0	0	0	0	0	1	6	0	1	8	4	4	9	0	2	0	0	0
hsa-miR-1267	17	31	2	12	12	12	20	3	14	14	22	17	12	7	22	4	8	1
hsa-miR-8073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ar-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-548ar-3p	0	0	0	0	0	2	0	2	0	0	2	0	3	5	3	0	3	0
hsa-miR-4502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6717-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4707-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4707-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0
hsa-miR-208b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7703	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
hsa-miR-4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-624-5p	9	6	13	6	9	3	12	3	8	10	11	20	24	11	20	25	19	21
hsa-miR-624-3p	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	1	1	1
hsa-miR-4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4504	2	1	1	1	1	1	0	0	0	1	0	3	10	5	3	2	1	5
hsa-miR-5580-5p	0	0	0	0	0	0	0	0	2	3	0	0	3	0	6	0	0	0
hsa-miR-5580-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
hsa-miR-4308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5586-5p	18	22	15	5	13	8	3	1	1	3	2	5	0	6	3	1	0	2
hsa-miR-5586-3p	2	4	1	0	2	1	0	0	0	1	3	0	0	0	1	0	0	0
hsa-miR-9718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-5p	15	45	25	10	0	5	0	0	0	85	37	85	15	55	10	0	0	0
hsa-miR-7855-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4706	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
hsa-miR-4708-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4708-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-625-5p	343	324	401	430	483	388	487	306	382	534	593	656	720	449	739	378	299	389
hsa-miR-625-3p	176	295	169	171	361	230	214	185	240	327	372	386	419	438	447	191	124	200
hsa-miR-5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7843-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7843-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4505	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-5p	2	1	4	1	0	2	2	2	2	5	1	2	7	1	4	1	2	0
hsa-miR-4709-3p	5	4	6	9	6	4	10	6	6	3	7	6	3	5	7	8	3	4
hsa-miR-1260a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
hsa-miR-4506	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-3173-3p	2	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	2	1
hsa-miR-3173-5p	9	5	17	14	47	14	30	14	15	3	10	7	42	27	36	39	36	54
hsa-miR-151b	68	68	80	146	97	116	93	58	101	56	108	82	103	106	142	117	77	73
hsa-miR-342-5p	48	70	23	26	66	43	52	43	40	34	28	40	125	71	114	94	79	78
hsa-miR-342-3p	5129	5918	4273	3337	6508	3497	4613	3680	4739	3045	4370	3682	8618	5942	7327	6144	4613	6850
hsa-miR-6764-5p	0	3	3	0	4	10	1	4	4	0	8	0	7	6	5	5	6	7
hsa-miR-6764-3p	2	0	1	0	0	1	2	0	0	1	0	3	0	1	0	0	0	1
hsa-miR-345-5p	302	290	340	184	348	151	323	169	278	325	213	451	750	219	806	696	398	520
hsa-miR-345-3p	19	9	9	3	21	8	11	10	8	9	7	5	23	13	14	25	8	18
hsa-miR-2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-770-5p	20	35	26	5	14	1	0	2	4	33	22	15	19	14	33	0	0	0
hsa-miR-493-5p	3225	4499	3227	645	821	562	190	91	146	2456	4573	2628	1771	1060	1520	6	1	7
hsa-miR-493-3p	2696	4298	2646	607	827	448	112	153	118	2565	4487	3124	1557	979	1619	3	0	0
hsa-miR-337-5p	4735	7170	5691	824	734	398	164	66	128	3498	5607	4641	2646	1047	2636	2	0	4
hsa-miR-337-3p	610	1069	657	101	101	58	15	12	37	436	719	523	265	150	293	0	0	0
hsa-miR-665	282	498	266	30	58	18	9	7	5	170	255	286	119	57	136	0	0	0
hsa-miR-431-5p	2829	2309	2349	187	242	186	34	22	56	595	1216	715	852	362	751	0	1	2
hsa-miR-431-3p	158	239	132	14	38	15	3	8	2	48	148	92	112	26	96	0	0	0
hsa-miR-433-3p	94	161	48	9	11	16	0	1	7	28	54	41	62	37	62	0	0	0
hsa-miR-433-5p	53	73	40	8	3	3	0	1	1	17	16	15	7	4	13	0	0	0
hsa-miR-127-5p	1366	2357	1246	133	215	97	24	51	35	674	1311	901	741	216	761	2	0	0
hsa-miR-127-3p	40005	57995	36429	4856	6387	4286	1289	1347	1364	22139	35235	26353	22888	15435	25473	20	4	25
hsa-miR-432-5p	14737	24702	12294	1888	3108	1872	399	612	465	5958	11133	7203	9451	8133	9278	4	4	6
hsa-miR-432-3p	38	55	43	4	11	4	2	3	0	12	32	29	8	5	16	0	0	0
hsa-miR-136-5p	925	1129	1264	137	55	78	27	6	25	372	942	434	274	80	235	1	2	0
hsa-miR-136-3p	1400	1916	1944	219	110	141	45	14	47	917	1207	1212	481	159	439	0	0	0
hsa-miR-370-3p	6755	9405	4817	508	1488	595	177	186	214	2502	4264	2943	3733	1331	2640	2	1	4
hsa-miR-370-5p	203	288	206	23	58	17	7	8	3	94	176	109	76	53	99	0	0	0
hsa-miR-379-5p	21846	29274	18424	3486	3697	2764	780	582	737	13057	21236	14649	12247	6877	11311	10	4	18
hsa-miR-379-3p	462	560	445	51	65	30	23	10	4	233	292	221	182	71	160	0	0	3
hsa-miR-411-5p	12959	14253	12290	1906	1268	1268	410	162	368	7309	11424	7999	5279	2337	4755	6	1	1
hsa-miR-411-3p	103	178	113	15	10	5	3	0	1	53	105	48	35	37	40	0	0	0
hsa-miR-299-5p	2941	2811	2873	495	445	377	123	54	111	1858	2376	2136	1537	792	1654	0	0	0
hsa-miR-299-3p	748	914	716	101	139	56	19	14	31	488	721	566	390	138	408	0	0	0
hsa-miR-380-5p	243	296	186	32	51	22	2	3	10	106	184	123	82	96	75	0	0	0
hsa-miR-380-3p	156	201	161	30	39	17	3	4	3	81	114	94	43	70	52	0	0	0
hsa-miR-1197	38	81	57	4	5	4	0	0	0	28	53	31	19	12	22	0	0	0
hsa-miR-323a-5p	8	17	6	2	2	1	2	0	0	3	9	1	1	0	8	0	0	0
hsa-miR-323a-3p	4787	6230	3927	421	710	337	105	112	117	1675	3667	1988	1982	1146	1853	1	0	1
hsa-miR-758-3p	351	388	342	42	45	37	18	3	8	174	247	197	159	78	180	0	0	0
hsa-miR-758-5p	63	94	80	13	5	11	2	2	0	28	70	26	29	9	21	0	0	0
hsa-miR-329-3p	2517	4053	2355	307	518	178	74	70	78	1122	2499	1537	1174	680	1092	0	0	0
hsa-miR-329-5p	297	453	259	43	80	38	14	6	14	140	257	167	176	78	167	0	0	0
hsa-miR-494-3p	7858	12254	7785	1415	1301	969	289	209	288	5653	8539	6992	4276	3580	5624	5	1	4
hsa-miR-494-5p	8	29	22	0	0	2	1	0	0	6	19	3	11	9	11	0	0	0
hsa-miR-1193	8	12	3	0	4	0	0	0	0	0	2	1	2	1	0	0	0	0
hsa-miR-543	338	448	425	36	57	41	7	12	12	88	228	129	82	160	88	0	0	0
hsa-miR-495-3p	223	497	298	29	53	24	8	4	13	100	255	151	76	102	104	0	0	0
hsa-miR-495-5p	205	287	183	28	42	20	4	10	3	140	195	170	99	49	122	1	0	0
hsa-miR-376c-3p	4126	5856	4964	645	463	498	119	45	133	3173	4164	4131	1675	1299	1921	2	0	0
hsa-miR-376c-5p	460	671	652	88	62	45	13	2	22	432	559	527	204	84	242	0	0	0
hsa-miR-376a-3p	5044	7213	5138	487	856	417	146	56	178	2353	4600	3748	1407	1604	1776	0	0	0
hsa-miR-376a-2-5p	108	175	139	11	24	7	5	0	2	58	145	77	44	18	51	0	0	0
hsa-miR-654-5p	18	26	23	5	5	3	0	1	1	16	19	16	9	7	8	0	0	0
hsa-miR-654-3p	10014	16483	9917	1569	1274	1197	347	264	393	6459	9399	7929	4664	2729	4466	15	0	1
hsa-miR-376b-3p	409	503	602	49	80	53	9	0	4	244	471	359	144	70	168	0	0	0
hsa-miR-376b-5p	437	634	619	84	53	49	10	2	21	410	525	504	190	80	238	0	0	0
hsa-miR-376a-5p	259	447	390	47	44	31	3	4	9	165	278	301	126	44	176	0	0	0
hsa-miR-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-5p	576	721	631	82	33	78	16	6	8	370	566	501	240	192	292	0	0	0
hsa-miR-1185-1-3p	1056	945	996	104	143	90	15	21	11	369	670	506	326	235	423	0	0	0
hsa-miR-1185-2-3p	196	147	154	5	15	10	5	2	1	65	62	98	47	42	65	0	0	0
hsa-miR-381-3p	4880	6020	5267	1002	789	674	149	82	143	3058	4570	3778	2775	681	2489	4	0	1
hsa-miR-381-5p	33	37	40	6	5	5	0	5	1	21	30	48	21	10	31	0	0	0
hsa-miR-487b-3p	4199	6565	4419	667	723	547	152	119	117	2316	3884	3026	1817	1143	2244	2	0	2
hsa-miR-487b-5p	119	135	84	13	18	12	3	6	4	47	73	47	53	39	62	0	0	0
hsa-miR-539-5p	37	72	46	8	2	8	1	4	2	30	48	38	22	28	31	0	0	0
hsa-miR-539-3p	247	522	353	46	26	37	3	5	6	170	338	191	90	64	88	2	0	0
hsa-miR-889-3p	1131	1862	1105	135	103	140	35	18	33	594	986	752	560	306	495	0	0	2
hsa-miR-889-5p	2	6	12	0	3	0	0	0	0	3	13	4	2	2	4	0	0	0
hsa-miR-544a	31	36	44	5	4	4	2	0	0	12	26	9	5	0	10	0	0	0
hsa-miR-655-3p	174	313	256	42	18	19	12	3	2	140	234	193	114	45	131	0	0	0
hsa-miR-655-5p	29	26	20	8	3	2	0	0	1	8	15	11	18	1	6	0	0	0
hsa-miR-487a-3p	79	77	77	13	15	13	0	1	0	20	46	29	30	18	21	0	0	0
hsa-miR-487a-5p	113	168	101	17	36	17	4	4	4	97	117	97	86	68	85	1	0	0
hsa-miR-382-5p	21101	31745	17639	2923	5007	2386	634	1002	666	11354	18663	12914	15197	10204	16443	6	1	12
hsa-miR-382-3p	498	793	513	75	63	52	24	3	12	261	443	334	249	95	209	0	0	0
hsa-miR-134-5p	14642	18865	11225	1351	2248	1150	277	463	326	7115	10617	7894	7730	5214	7484	3	1	8
hsa-miR-134-3p	22	21	23	3	13	2	0	2	0	8	21	7	10	0	13	0	0	0
hsa-miR-668-3p	62	103	35	6	2	4	0	3	1	18	49	24	40	15	40	0	0	0
hsa-miR-668-5p	3	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
hsa-miR-485-5p	453	602	318	56	87	43	19	16	9	197	363	190	252	222	128	0	0	0
hsa-miR-485-3p	3020	1571	2343	228	550	335	72	76	76	493	1873	665	485	721	445	0	0	0
hsa-miR-323b-5p	2	3	0	0	0	0	0	0	0	0	4	1	0	5	0	0	0	0
hsa-miR-323b-3p	1047	1354	889	170	268	200	50	41	45	733	1386	867	463	313	485	1	0	2
hsa-miR-154-5p	1628	2845	2032	256	218	181	64	29	47	1278	1792	1794	1001	330	1137	1	0	0
hsa-miR-154-3p	141	125	139	7	15	4	3	2	3	28	84	56	11	16	13	0	0	0
hsa-miR-496	163	229	106	23	36	15	1	4	2	91	175	124	52	46	73	2	0	0
hsa-miR-377-5p	105	171	107	12	29	19	5	4	6	89	102	101	101	52	65	0	0	2
hsa-miR-377-3p	319	583	497	60	50	33	11	10	15	178	393	254	150	76	132	3	0	0
hsa-miR-541-5p	7	13	15	2	1	1	1	0	0	6	2	6	1	3	2	0	0	0
hsa-miR-541-3p	3	7	3	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0
hsa-miR-409-5p	1957	2960	1878	335	329	270	73	54	79	1148	1833	1399	1110	729	1135	0	1	0
hsa-miR-409-3p	34945	47221	28067	3604	5631	3144	936	1296	1002	15294	28207	17608	16803	12560	17461	7	4	17
hsa-miR-412-3p	25	34	14	0	1	1	0	0	2	4	14	22	21	2	21	0	0	0
hsa-miR-412-5p	749	1405	671	12	194	17	15	24	21	374	783	462	460	370	473	1	0	0
hsa-miR-369-5p	5020	6986	4493	730	645	641	179	101	194	2406	4541	2841	2523	1169	2303	2	2	0
hsa-miR-369-3p	2435	3998	2430	297	279	257	68	61	85	1185	2222	1484	845	452	767	3	3	5
hsa-miR-410-3p	42	58	49	6	7	0	1	0	0	24	30	21	8	5	12	0	0	0
hsa-miR-410-5p	23	28	18	1	11	5	0	0	0	7	25	7	6	2	10	0	0	0
hsa-miR-656-3p	68	130	82	3	4	6	3	0	1	37	61	51	20	4	15	0	0	0
hsa-miR-656-5p	1	3	4	0	0	0	0	1	0	0	2	5	1	0	1	0	0	0
hsa-miR-1247-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1247-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203a-3p	6	11	3	11	30	10	76	51	53	14	32	32	33	20	40	14	12	8
hsa-miR-203a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203b-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
hsa-miR-4710	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-12121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6765-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6765-3p	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
hsa-miR-8071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5195-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5195-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5701	9	9	9	3	6	14	6	0	12	21	15	57	15	15	21	9	18	6
hsa-miR-1268a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4508	0	0	0	1	0	0	0	0	0	2	2	0	0	0	1	0	0	0
hsa-miR-4715-5p	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4715-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-211-5p	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-211-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1233-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1233-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3942-5p	2	1	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	1
hsa-miR-3942-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-627-5p	27	27	31	57	31	47	47	18	36	37	56	34	67	63	62	74	40	48
hsa-miR-627-3p	3	3	1	2	0	4	1	0	3	5	6	3	0	1	4	1	4	4
hsa-miR-1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10393-5p	4	0	0	4	3	2	1	1	1	1	1	0	0	0	0	0	0	0
hsa-miR-10393-3p	6	0	0	4	3	1	0	5	0	0	1	0	0	0	0	0	0	0
hsa-miR-147b-3p	5	8	18	3	5	4	22	8	12	14	42	27	5	11	18	3	2	0
hsa-miR-147b-5p	17	13	7	1	3	3	14	3	24	20	21	28	15	9	8	5	1	3
hsa-miR-4716-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4716-3p	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4713-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4713-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1266-5p	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	4
hsa-miR-1266-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-628-5p	366	579	399	416	341	468	654	237	565	323	435	319	680	555	568	630	319	527
hsa-miR-628-3p	382	477	354	448	437	415	471	387	483	299	349	328	692	725	835	460	384	358
hsa-miR-2116-5p	31	16	18	20	6	19	17	4	26	22	25	20	50	20	60	31	25	42
hsa-miR-2116-3p	19	16	29	16	14	20	30	17	22	21	21	27	49	10	21	36	30	37
hsa-miR-8067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-5p	2187	2328	2073	3020	2808	2460	3407	1243	2966	2738	3765	3109	2536	2901	2316	2898	1686	2141
hsa-miR-190a-3p	6	5	1	2	0	0	3	3	9	4	4	5	1	2	0	2	0	2
hsa-miR-422a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1272	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4511	0	2	1	0	0	0	2	2	0	2	4	2	2	3	1	1	3	0
