gene_id	gene_symbol	TM_C_1	TM_C_2	TM_C_3	TM_C_4	TM_C_5	TM_T_1	TM_T_2	TM_T_3	TM_T_4	TM_T_5
ENSG00000226158.1	CLCP2	0	0	0	0	0	0	0	0	1	0
ENSG00000198824.7	CHAMP1	350	511	413	409	445	539	313	528	461	422
ENSG00000229723.1	LINC01054	0	0	0	1	0	0	0	0	1	1
ENSG00000260615.1	RPL23AP97	0	1	1	2	1	0	0	0	0	2
ENSG00000283274.1	5_8S_rRNA	0	0	0	0	0	0	0	0	0	0
ENSG00000215398.11	CR383658.1	0	0	0	0	0	0	1	0	0	0
ENSG00000206906.1	RNU6-458P	0	0	0	0	0	0	0	0	0	0
ENSG00000257171.2	CR383658.2	0	0	0	0	0	0	0	0	0	0
ENSG00000257356.2	BNIP3P6	0	0	0	0	0	0	0	0	0	0
ENSG00000257959.1	CR383656.10	0	0	0	0	0	0	0	0	0	0
ENSG00000257721.1	CR383656.7	0	0	0	0	0	0	0	0	0	0
ENSG00000258367.2	CR383656.13	0	0	0	0	0	0	0	0	0	0
ENSG00000257825.1	CR383656.9	0	0	0	0	0	0	0	0	0	0
ENSG00000257115.1	OR11H12	0	0	0	0	0	0	0	0	0	0
ENSG00000257672.2	CR383656.6	0	0	0	0	0	0	0	0	0	0
ENSG00000258233.1	ARHGAP42P5	0	0	0	0	0	0	0	0	0	0
ENSG00000257504.1	LINC02297	0	0	0	0	0	0	0	0	0	0
ENSG00000257644.1	CR383656.5	0	0	0	0	0	0	0	0	0	0
ENSG00000257175.2	CR383656.1	0	0	0	0	1	0	1	0	0	2
ENSG00000258364.1	CR383656.12	0	0	0	0	0	0	0	0	0	0
ENSG00000257731.2	CR383656.8	0	0	0	0	0	0	0	0	0	0
ENSG00000258076.1	CR383656.11	0	0	0	0	0	0	0	0	0	0
ENSG00000257558.2	CR383656.3	0	0	0	0	0	0	0	0	0	0
ENSG00000239200.1	RPL22P20	0	0	0	0	0	0	0	0	0	0
ENSG00000257635.2	CR383656.4	0	0	0	0	0	0	0	0	0	0
ENSG00000257224.1	CR383656.2	0	0	0	0	0	0	0	0	0	0
ENSG00000277529.1	NF1P10	0	0	0	0	0	0	0	0	0	0
ENSG00000277367.1	AL929601.4	0	0	0	0	0	0	0	0	0	0
ENSG00000278143.1	NF1P7	0	0	0	0	0	0	0	0	0	0
ENSG00000257853.2	MED15P1	0	0	0	0	0	0	0	0	0	0
ENSG00000257891.1	AL929601.1	0	0	0	0	0	0	2	0	0	0
ENSG00000258265.1	AL929601.2	0	0	0	0	0	0	0	0	0	0
ENSG00000222036.8	POTEM	0	0	1	0	0	1	0	0	1	0
ENSG00000275563.1	AL929601.3	0	0	0	0	0	0	0	0	0	0
ENSG00000212612.1	RNU6-1239P	0	0	0	0	0	0	0	0	0	0
ENSG00000258314.3	AL589182.1	0	0	0	0	0	0	0	0	0	0
ENSG00000274369.1	GRAMD4P4	0	0	0	0	0	0	0	0	0	0
ENSG00000225210.10	DUXAP9	7	0	8	0	5	7	0	12	0	8
ENSG00000286614.1	AL589182.3	0	0	0	0	0	2	0	0	0	0
ENSG00000277128.2	AL589743.4	0	0	0	0	0	0	0	1	0	0
ENSG00000277710.2	NBEAP5	0	0	0	0	0	0	0	0	0	0
ENSG00000278594.1	AL589182.2	0	0	0	1	0	2	0	1	0	0
ENSG00000196143.4	OR11H13P	0	0	0	0	0	0	0	0	0	0
ENSG00000271632.1	AL589743.3	0	0	0	0	0	0	0	0	0	0
ENSG00000277252.1	AL589743.5	0	0	0	0	0	0	0	0	0	0
ENSG00000258781.3	AL589743.2	0	0	0	0	1	0	0	0	0	0
ENSG00000285990.1	AL589743.6	0	0	0	0	0	0	0	0	0	0
ENSG00000257310.1	AL589743.1	0	0	0	0	0	0	0	0	0	0
ENSG00000277156.1	TOMM40P1	2	0	1	0	3	1	2	0	0	1
ENSG00000244306.11	DUXAP10	23	0	18	1	27	17	0	17	1	40
ENSG00000228294.6	BMS1P17	0	0	0	0	0	0	0	0	0	0
ENSG00000287515.1	AL929602.1	0	0	0	0	0	0	0	0	0	0
ENSG00000274827.4	LINC01297	1	0	0	0	0	0	0	0	0	0
ENSG00000278301.1	GRAMD4P3	0	0	0	0	0	0	0	0	0	0
ENSG00000187537.13	POTEG	0	0	0	0	0	0	0	0	0	0
ENSG00000276888.1	AL512624.2	0	0	0	0	0	0	0	0	0	0
ENSG00000212516.1	RNU6-1268P	0	0	0	0	0	0	0	0	0	0
ENSG00000257162.6	MED15P6	0	0	0	0	0	0	0	1	0	0
ENSG00000258027.2	NF1P4	0	0	0	0	0	0	0	0	0	0
ENSG00000273639.6	AL512310.11	0	0	0	0	0	0	0	0	0	0
ENSG00000274649.1	AL512624.1	0	0	0	0	0	0	0	0	0	0
ENSG00000278184.1	NF1P11	0	0	0	0	0	0	0	1	0	0
ENSG00000257432.1	AL512310.3	0	0	0	0	0	0	0	0	0	0
ENSG00000273558.1	AL512310.10	0	0	0	0	0	0	0	0	0	0
ENSG00000258324.2	AL512310.8	0	0	0	0	0	0	0	0	0	0
ENSG00000257493.1	AL512310.4	0	0	0	0	0	0	0	0	0	0
ENSG00000257751.2	AL512310.5	0	0	0	0	0	0	0	0	0	0
ENSG00000257846.2	AL512310.6	1	1	0	0	0	0	0	0	0	2
ENSG00000259069.1	AL512310.9	0	0	0	0	0	0	0	0	0	0
ENSG00000257884.2	AL512310.7	0	0	0	0	0	1	0	0	0	0
ENSG00000257395.1	AL512310.2	0	0	0	0	0	0	0	0	0	0
ENSG00000258080.1	ARHGAP42P4	0	0	0	1	0	0	0	0	4	0
ENSG00000257142.1	AL512310.1	0	0	0	0	0	0	0	0	0	0
ENSG00000258453.3	OR11H2	0	0	0	0	0	0	0	0	0	0
ENSG00000176294.6	OR4N2	1	0	0	0	0	0	0	0	0	0
ENSG00000258438.3	OR11K2P	0	0	0	0	0	0	0	0	0	0
ENSG00000182652.3	OR4Q3	0	0	0	0	0	0	0	0	0	0
ENSG00000176312.4	OR4H12P	0	0	0	0	0	0	0	0	0	0
ENSG00000176299.5	OR4M1	0	0	0	0	0	0	0	1	0	0
ENSG00000258564.2	OR4N1P	0	0	0	0	0	0	0	0	0	0
ENSG00000228304.1	OR4K6P	0	0	0	0	0	0	0	0	0	0
ENSG00000176290.8	OR4K3	0	0	0	0	0	0	0	0	0	0
ENSG00000165762.3	OR4K2	0	0	0	0	1	0	0	0	0	0
ENSG00000258541.1	OR4K4P	0	0	0	0	0	0	0	0	0	0
ENSG00000259016.1	AL391156.1	0	0	0	0	0	0	0	0	0	0
ENSG00000176281.4	OR4K5	0	0	0	0	0	0	0	0	0	0
ENSG00000155249.5	OR4K1	0	0	0	0	0	0	0	0	0	0
ENSG00000258822.2	OR4K16P	0	0	0	0	0	0	0	0	0	0
ENSG00000169488.6	OR4K15	0	0	0	0	1	0	0	0	0	0
ENSG00000196383.6	OR4Q2	0	0	0	0	0	0	0	0	0	0
ENSG00000169484.3	OR4K14	0	0	0	0	0	0	0	0	0	0
ENSG00000176253.3	OR4K13	0	0	0	0	0	0	0	0	0	0
ENSG00000258899.1	OR4U1P	0	0	0	0	0	0	0	0	0	0
ENSG00000176246.1	OR4L1	0	0	0	0	0	0	0	0	0	0
ENSG00000252999.1	RNA5SP380	0	0	0	0	0	0	0	0	0	0
ENSG00000258641.1	OR4T1P	0	0	0	0	0	0	0	0	0	0
ENSG00000176230.6	OR4K17	0	0	0	0	0	0	0	0	0	0
ENSG00000184394.2	OR4N5	0	0	0	0	0	0	0	0	0	0
ENSG00000259074.1	PSMB7P1	0	0	0	0	0	0	0	0	0	0
ENSG00000259095.1	GTF2IP22	0	0	0	0	0	0	0	0	0	0
ENSG00000258468.1	OR11G1P	0	0	0	0	0	0	0	0	0	0
ENSG00000284742.1	OR11P1P	0	0	0	0	0	0	0	0	0	0
ENSG00000196832.4	OR11G2	0	0	0	0	0	0	0	0	0	0
ENSG00000258625.2	OR11H5P	0	0	0	0	0	0	0	0	0	0
ENSG00000176219.3	OR11H6	0	0	0	0	0	0	0	0	0	0
ENSG00000258806.2	OR11H7	0	0	0	0	0	0	0	0	2	0
ENSG00000176198.3	OR11H4	0	0	0	0	0	0	0	0	0	1
ENSG00000136319.12	TTC5	326	290	239	301	321	373	206	330	328	286
ENSG00000258768.2	AL356019.2	26	24	18	23	30	19	23	39	52	29
ENSG00000258459.1	AL356019.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100814.18	CCNB1IP1	355	422	167	218	194	218	154	254	191	252
ENSG00000287735.1	AL355075.6	0	4	6	3	1	2	2	7	2	11
ENSG00000222489.1	SNORA79B	0	0	0	1	1	0	1	0	0	4
ENSG00000238344.1	SNORD126	0	0	0	0	0	0	0	0	0	0
ENSG00000259001.3	AL355075.4	0	0	0	0	0	0	0	0	1	0
ENSG00000277209.1	RPPH1	0	0	0	0	0	0	0	0	0	0
ENSG00000129484.13	PARP2	203	302	234	300	310	387	277	272	285	332
ENSG00000254846.1	AL355075.1	0	0	0	0	0	0	0	0	0	0
ENSG00000129566.13	TEP1	756	1032	1108	958	1143	1012	972	1202	900	1092
ENSG00000200225.1	RNA5SP382	0	0	0	0	0	0	0	0	0	0
ENSG00000185271.9	KLHL33	1	2	0	4	9	2	2	3	5	2
ENSG00000259162.1	AL355075.5	0	0	0	0	0	0	0	0	0	0
ENSG00000092094.11	OSGEP	385	426	340	363	314	417	413	381	286	366
ENSG00000258515.1	AL355075.2	14	8	1	18	4	7	12	7	6	5
ENSG00000100823.12	APEX1	3395	4356	2753	2946	2655	3635	2989	3061	2501	2821
ENSG00000165782.11	PIP4P1	1580	1091	886	858	1204	1325	922	1009	1111	1213
ENSG00000198805.12	PNP	218	122	320	1099	486	1192	225	756	1391	878
ENSG00000258908.1	AL355075.3	0	0	0	0	0	0	0	0	0	0
ENSG00000182545.6	RNASE10	0	0	0	0	0	0	0	0	0	0
ENSG00000258456.2	PTCD2P1	0	0	0	0	0	0	0	0	0	0
ENSG00000258863.1	SETP1	0	0	0	0	0	0	0	0	0	0
ENSG00000188655.10	RNASE9	0	0	0	0	1	0	0	0	0	0
ENSG00000259060.7	AL163195.3	0	0	0	0	0	0	0	0	0	0
ENSG00000173464.14	RNASE11	0	0	0	0	0	0	0	0	0	0
ENSG00000258573.6	AL163195.2	0	0	0	1	0	0	0	0	0	0
ENSG00000258436.1	RNASE12	0	0	0	0	0	0	0	0	0	0
ENSG00000239327.1	AL163195.1	0	0	0	0	0	0	0	0	0	0
ENSG00000181803.3	OR6S1	0	0	0	0	0	0	0	0	0	0
ENSG00000199461.1	AL163636.1	0	0	0	0	0	0	0	0	0	0
ENSG00000214274.10	ANG	87	114	36	54	45	80	99	40	40	53
ENSG00000258818.4	RNASE4	2	12	1	1	0	1	11	0	2	1
ENSG00000259171.1	AL163636.2	0	0	0	0	0	0	0	0	0	0
ENSG00000258451.1	EGILA	0	0	0	0	0	0	0	0	0	0
ENSG00000259144.2	RANBP20P	0	0	0	0	0	0	0	0	0	1
ENSG00000258963.1	EDDM3DP	0	0	0	0	0	0	0	0	0	0
ENSG00000181562.5	EDDM3A	0	0	0	0	0	0	0	1	0	0
ENSG00000181552.4	EDDM3B	0	0	0	0	0	0	0	0	0	0
ENSG00000169413.3	RNASE6	0	0	0	0	0	0	0	0	0	0
ENSG00000258810.1	AL133371.2	0	0	0	0	0	0	0	0	0	0
ENSG00000129538.14	RNASE1	0	0	0	0	0	0	0	0	0	0
ENSG00000259130.2	AL133371.3	2	4	1	0	4	0	0	1	0	9
ENSG00000258642.1	AL133371.1	0	0	0	0	0	0	0	1	0	1
ENSG00000169397.3	RNASE3	1	0	0	0	0	0	1	0	0	0
ENSG00000258918.1	AL355922.4	0	0	0	0	0	0	0	0	0	0
ENSG00000258772.1	AL355922.3	0	0	0	0	0	0	0	0	0	0
ENSG00000136315.4	AL355922.1	0	2	1	0	0	0	0	0	0	0
ENSG00000169385.3	RNASE2	0	0	0	0	0	0	0	0	0	0
ENSG00000243817.3	RN7SL189P	0	0	0	0	0	0	0	0	0	0
ENSG00000258599.2	AL355922.2	1	0	0	0	0	2	0	0	0	1
ENSG00000165792.18	METTL17	242	287	264	254	307	320	286	336	235	321
ENSG00000258471.2	AL161668.3	1	0	0	0	0	0	0	3	0	0
ENSG00000165794.10	SLC39A2	0	1	1	0	2	0	0	1	0	0
ENSG00000165795.23	NDRG2	5	59	7	9	18	2	31	6	4	11
ENSG00000284122.1	MIR6717	0	0	0	0	0	0	0	0	0	0
ENSG00000179636.15	TPPP2	0	0	0	0	0	0	0	0	0	0
ENSG00000258604.1	AL161668.4	0	0	0	0	0	0	0	0	0	0
ENSG00000255472.1	AL161668.2	0	0	0	0	0	0	0	0	0	0
ENSG00000206150.4	RNASE13	0	0	0	0	0	0	0	0	0	1
ENSG00000165799.5	RNASE7	0	0	1	0	0	0	0	2	1	0
ENSG00000173431.2	RNASE8	0	0	0	0	0	0	0	0	0	0
ENSG00000165801.10	ARHGEF40	2693	3264	1160	2168	1694	1814	3678	3189	1959	3514
ENSG00000165804.16	ZNF219	1941	2981	1908	1889	2150	1728	2375	1330	1203	1289
ENSG00000232070.9	TMEM253	2	1	0	0	3	3	4	2	1	0
ENSG00000178107.2	AL161668.1	0	0	0	0	0	1	0	0	0	0
ENSG00000258722.2	CKAP2P1	0	0	0	0	0	0	0	0	0	0
ENSG00000200102.1	RNU6-252P	0	0	0	0	0	0	0	0	0	0
ENSG00000169327.5	OR5AU1	0	0	0	0	0	0	3	0	0	0
ENSG00000259102.2	SMARCE1P3	0	0	0	0	0	0	0	0	0	0
ENSG00000258906.2	AL157687.1	0	0	0	0	0	0	0	0	0	0
ENSG00000258441.1	LINC00641	61	61	130	123	55	66	61	133	111	119
ENSG00000092199.17	HNRNPC	8509	9170	8151	9520	9211	11204	6265	8991	8443	8238
ENSG00000092200.12	RPGRIP1	2	2	4	1	4	3	2	1	1	2
ENSG00000092201.10	SUPT16H	2011	2751	2222	1846	2420	2137	1916	1960	1506	1429
ENSG00000260830.1	AL135744.1	1	9	6	1	10	6	4	2	1	3
ENSG00000100888.15	CHD8	1276	1406	1349	1472	1287	1300	1164	1671	1228	1244
ENSG00000199436.1	SNORD9	1	0	0	1	2	2	1	0	0	3
ENSG00000200785.1	SNORD8	0	0	0	0	0	0	0	0	0	0
ENSG00000241035.2	AL161747.1	0	0	0	0	0	0	0	0	0	0
ENSG00000258870.1	EIF4EBP1P1	0	0	1	0	0	0	0	5	2	0
ENSG00000274475.1	RN7SL650P	0	0	0	0	0	0	0	0	0	0
ENSG00000129472.15	RAB2B	290	586	382	357	453	385	348	496	403	401
ENSG00000092203.15	TOX4	1221	1583	1306	1315	1326	1281	1047	1421	1146	1287
ENSG00000165819.12	METTL3	425	542	682	631	589	531	535	542	581	545
ENSG00000165821.12	SALL2	600	630	399	290	389	295	319	268	187	189
ENSG00000257096.1	AL161747.2	0	0	0	0	0	0	0	0	0	0
ENSG00000256737.1	RBBP4P5	0	0	0	0	0	0	0	0	0	0
ENSG00000169208.2	OR10G3	0	0	0	0	0	0	0	0	0	0
ENSG00000256081.2	AC243972.2	0	0	0	0	0	0	0	0	0	0
ENSG00000273586.2	OR10G1P	0	0	0	0	0	0	0	0	0	0
ENSG00000256385.1	UBE2NP1	0	0	0	0	0	1	1	0	0	0
ENSG00000255569.1	TRAV1-1	0	0	0	0	0	0	0	0	0	0
ENSG00000255582.1	OR10G2	0	0	0	0	0	0	0	0	0	0
ENSG00000256553.1	TRAV1-2	0	0	0	0	0	0	0	0	0	0
ENSG00000255664.1	ARL6IP1P1	0	0	0	0	0	0	0	0	0	0
ENSG00000221977.2	OR4E2	0	0	0	0	0	0	0	0	1	0
ENSG00000276240.2	OR4E1	0	0	0	0	0	0	0	2	2	0
ENSG00000256350.1	AC243972.3	1	0	1	0	0	0	1	0	2	0
ENSG00000211776.2	TRAV2	0	0	0	0	0	0	0	0	0	0
ENSG00000248358.2	AC243972.1	0	0	2	3	0	0	0	0	0	0
ENSG00000211777.2	TRAV3	0	0	0	0	0	0	0	0	0	0
ENSG00000211778.2	TRAV4	0	0	0	0	0	0	0	0	0	0
ENSG00000211779.3	TRAV5	0	0	0	0	0	0	0	0	0	0
ENSG00000240954.1	RPL4P1	0	0	0	0	0	0	0	0	0	0
ENSG00000211780.3	TRAV6	0	0	0	0	0	0	0	0	0	0
ENSG00000211781.3	TRAV7	0	0	0	0	0	0	0	0	0	0
ENSG00000211782.2	TRAV8-1	0	0	0	0	0	0	0	0	0	0
ENSG00000211783.3	TRAV9-1	0	0	0	0	0	0	0	0	0	0
ENSG00000211784.2	TRAV10	0	0	0	0	0	0	0	0	0	0
ENSG00000256474.1	TRAV11	0	0	0	0	0	0	0	0	0	0
ENSG00000211785.1	TRAV12-1	0	0	0	0	0	0	0	0	0	0
ENSG00000211786.3	TRAV8-2	0	0	0	0	0	0	0	0	0	0
ENSG00000211787.1	TRAV8-3	0	0	0	0	0	0	0	0	0	0
ENSG00000211788.2	TRAV13-1	0	0	0	0	0	0	1	0	0	0
ENSG00000211789.2	TRAV12-2	0	0	0	0	0	0	0	0	0	0
ENSG00000211790.2	TRAV8-4	0	0	0	0	0	0	0	0	1	0
ENSG00000256379.2	TRAV8-5	0	0	0	0	0	0	0	0	0	0
ENSG00000211791.2	TRAV13-2	0	0	0	0	0	0	0	0	0	0
ENSG00000211792.2	TRAV14DV4	0	0	0	0	0	0	0	0	0	0
ENSG00000211793.2	TRAV9-2	0	0	0	0	0	0	0	0	0	0
ENSG00000258482.1	TRAV15	0	0	0	0	0	0	0	0	0	0
ENSG00000258557.1	AC245505.1	0	0	0	0	0	0	0	0	0	0
ENSG00000211794.3	TRAV12-3	0	0	0	0	0	0	0	0	0	0
ENSG00000211795.3	TRAV8-6	0	0	0	0	0	0	0	0	0	0
ENSG00000211796.1	TRAV16	0	0	0	0	0	0	0	0	0	0
ENSG00000211797.2	TRAV17	0	0	0	0	0	0	0	0	0	0
ENSG00000211798.3	TRAV18	0	0	0	0	0	0	0	0	0	0
ENSG00000211799.3	TRAV19	0	0	0	0	0	0	0	0	1	0
ENSG00000258705.2	AC245505.2	0	0	0	0	0	0	0	0	0	0
ENSG00000211800.3	TRAV20	0	0	0	0	0	0	0	0	0	0
ENSG00000211801.3	TRAV21	0	0	0	0	0	0	0	0	0	0
ENSG00000276428.1	AC245505.3	0	0	0	0	0	0	0	0	0	0
ENSG00000211802.3	TRAV22	0	0	0	0	0	0	0	0	0	0
ENSG00000211803.2	TRAV23DV6	0	0	0	0	0	0	0	0	0	0
ENSG00000211804.3	TRDV1	0	0	0	0	0	0	0	0	0	0
ENSG00000211805.1	TRAV24	0	0	0	0	0	0	0	0	0	0
ENSG00000211806.2	TRAV25	0	0	0	0	0	0	0	0	0	0
ENSG00000211807.3	TRAV26-1	0	0	0	0	0	0	0	0	0	0
ENSG00000211808.3	TRAV8-7	0	0	0	0	0	0	0	0	0	0
ENSG00000211809.2	TRAV27	0	0	0	0	0	0	0	0	0	0
ENSG00000258835.1	TRAV28	0	0	0	0	0	0	0	0	0	0
ENSG00000211810.3	TRAV29DV5	0	0	0	0	0	0	0	0	0	0
ENSG00000259092.1	TRAV30	0	0	0	0	0	0	0	0	0	0
ENSG00000249048.2	TRAV31	0	0	0	0	0	0	0	0	0	0
ENSG00000258905.1	TRAV32	0	0	0	0	0	0	0	0	0	0
ENSG00000258812.1	TRAV33	0	0	0	0	0	0	0	0	0	0
ENSG00000251002.8	AC244502.1	0	0	0	1	2	1	0	0	0	0
ENSG00000211812.1	TRAV26-2	0	0	0	0	0	0	0	0	0	0
ENSG00000211813.2	TRAV34	0	0	0	0	0	0	0	0	0	0
ENSG00000211814.1	TRAV35	0	0	0	0	0	0	0	0	0	0
ENSG00000211815.3	TRAV36DV7	0	0	0	0	0	0	0	2	0	0
ENSG00000259068.1	TRAV37	0	0	0	0	0	0	0	0	0	0
ENSG00000211816.2	TRAV38-1	0	0	0	0	0	0	0	0	0	0
ENSG00000211817.2	TRAV38-2DV8	0	0	0	0	0	0	0	0	1	0
ENSG00000211818.1	TRAV39	0	0	3	0	0	0	0	1	1	0
ENSG00000211819.3	TRAV40	0	0	0	0	0	0	0	0	1	0
ENSG00000211820.1	TRAV41	3	0	0	0	0	0	0	0	0	0
ENSG00000256221.1	AC244502.2	0	0	0	0	0	0	0	0	0	0
ENSG00000259042.3	AC244502.3	0	0	0	0	0	0	0	0	0	0
ENSG00000211821.2	TRDV2	0	0	0	0	0	0	0	0	0	0
ENSG00000223997.1	TRDD1	0	0	0	0	0	0	0	0	0	0
ENSG00000237235.2	TRDD2	0	0	0	0	0	0	0	0	0	0
ENSG00000228985.1	TRDD3	0	0	0	0	0	0	0	0	0	0
ENSG00000211825.1	TRDJ1	0	0	0	0	0	0	0	0	0	0
ENSG00000211826.1	TRDJ4	0	0	0	0	0	0	0	0	0	0
ENSG00000211827.1	TRDJ2	0	0	0	0	0	0	0	0	0	0
ENSG00000211828.1	TRDJ3	0	0	0	0	0	0	0	0	0	0
ENSG00000211829.9	TRDC	0	0	0	1	0	0	0	0	0	0
ENSG00000256590.2	TRDV3	0	0	0	0	0	0	0	0	0	0
ENSG00000211831.2	TRAJ61	0	0	0	0	0	0	0	0	0	0
ENSG00000249446.2	TRAJ60	0	0	0	0	0	0	0	0	0	0
ENSG00000211832.2	TRAJ59	0	0	0	0	0	0	0	0	0	0
ENSG00000211833.1	TRAJ58	0	0	0	0	0	0	0	0	0	0
ENSG00000211834.1	TRAJ57	0	0	0	0	0	0	0	0	0	0
ENSG00000211835.1	TRAJ56	0	0	0	0	0	0	0	0	0	0
ENSG00000250688.1	TRAJ55	0	0	0	0	0	0	0	0	0	0
ENSG00000211836.1	TRAJ54	0	0	0	0	0	0	0	0	0	0
ENSG00000211837.1	TRAJ53	0	0	0	0	0	0	0	0	0	0
ENSG00000211838.1	TRAJ52	0	0	0	0	0	0	0	0	0	0
ENSG00000248366.1	TRAJ51	0	0	0	0	0	0	0	0	0	0
ENSG00000211839.1	TRAJ50	0	0	0	0	0	0	0	0	0	0
ENSG00000211840.1	TRAJ49	0	0	0	0	0	0	0	0	0	0
ENSG00000211841.1	TRAJ48	0	0	0	0	0	0	0	0	0	0
ENSG00000211842.1	TRAJ47	0	0	0	0	0	0	0	0	0	0
ENSG00000211843.1	TRAJ46	0	0	0	0	0	0	0	0	0	0
ENSG00000211844.1	TRAJ45	0	0	0	0	0	0	0	0	0	0
ENSG00000211845.1	TRAJ44	0	0	0	0	0	0	0	0	0	0
ENSG00000211846.1	TRAJ43	0	0	0	0	0	0	0	0	0	0
ENSG00000211847.1	TRAJ42	0	0	0	0	0	0	0	0	1	0
ENSG00000211848.1	TRAJ41	0	0	0	0	0	0	0	0	0	0
ENSG00000211849.1	TRAJ40	0	0	0	0	0	0	0	0	0	0
ENSG00000211850.1	TRAJ39	0	0	0	0	0	0	0	0	0	0
ENSG00000211851.1	TRAJ38	0	0	0	0	0	0	0	0	0	0
ENSG00000278661.1	TRAJ37	0	0	0	0	0	0	0	0	0	0
ENSG00000276699.1	TRAJ36	0	0	0	0	0	0	0	0	0	0
ENSG00000211854.1	TRAJ35	0	0	0	0	0	0	0	0	0	0
ENSG00000211855.1	TRAJ34	0	0	0	0	0	0	0	0	0	0
ENSG00000211856.1	TRAJ33	0	0	0	0	0	0	0	0	0	0
ENSG00000211857.1	TRAJ32	0	0	0	0	0	0	0	0	0	0
ENSG00000211858.1	TRAJ31	0	0	0	0	0	0	0	0	0	0
ENSG00000211859.1	TRAJ30	0	0	0	0	0	0	0	0	0	0
ENSG00000211860.1	TRAJ29	0	0	0	0	0	0	0	0	0	0
ENSG00000211861.1	TRAJ28	0	0	0	0	0	0	0	0	0	0
ENSG00000211862.1	TRAJ27	0	0	0	0	0	0	0	0	0	0
ENSG00000211863.1	TRAJ26	0	0	0	0	0	0	0	0	0	0
ENSG00000211864.2	TRAJ25	0	0	0	0	0	0	0	0	0	0
ENSG00000211865.1	TRAJ24	0	0	0	0	0	0	0	0	0	0
ENSG00000211866.1	TRAJ23	0	0	0	0	0	0	0	0	0	0
ENSG00000211867.1	TRAJ22	0	0	0	0	0	0	0	0	0	0
ENSG00000211868.1	TRAJ21	0	0	0	0	0	0	0	0	0	0
ENSG00000211869.1	TRAJ20	0	0	0	0	0	0	0	0	0	0
ENSG00000211870.1	TRAJ19	0	0	0	0	0	0	0	0	0	0
ENSG00000211871.1	TRAJ18	0	0	0	0	0	0	0	0	0	0
ENSG00000211872.1	TRAJ17	0	0	0	0	0	0	0	0	0	0
ENSG00000211873.1	TRAJ16	0	0	0	0	0	0	0	0	0	0
ENSG00000211875.1	TRAJ14	0	0	0	0	0	0	0	0	0	0
ENSG00000211876.1	TRAJ13	0	0	0	0	0	0	0	0	0	0
ENSG00000211877.1	TRAJ12	0	0	0	0	1	0	0	0	0	0
ENSG00000211878.1	TRAJ11	0	0	0	0	0	0	0	0	0	0
ENSG00000211879.1	TRAJ10	0	0	0	0	0	0	0	0	0	0
ENSG00000211880.1	TRAJ9	0	0	0	0	0	0	0	0	1	0
ENSG00000211881.1	TRAJ8	0	0	0	0	0	0	0	0	0	0
ENSG00000211882.1	TRAJ7	0	0	0	0	0	0	0	0	0	0
ENSG00000211883.1	TRAJ6	0	0	0	0	0	0	0	0	0	0
ENSG00000211884.1	TRAJ5	0	0	0	0	0	0	0	0	0	0
ENSG00000211885.1	TRAJ4	0	0	0	0	0	0	0	0	0	0
ENSG00000211886.1	TRAJ3	0	0	0	0	0	0	0	0	0	0
ENSG00000211887.2	TRAJ2	0	0	0	0	0	0	0	0	0	0
ENSG00000211888.2	TRAJ1	0	0	0	0	0	0	0	0	0	0
ENSG00000277734.8	TRAC	2	0	0	6	1	5	0	7	13	16
ENSG00000259054.1	LINC02332	0	0	0	0	0	0	0	0	0	0
ENSG00000259003.1	AC243965.1	0	0	0	0	0	0	0	0	0	0
ENSG00000129562.11	DAD1	3426	2592	4729	4935	4302	6196	3296	4407	5579	5234
ENSG00000275552.1	AC243965.2	75	11	33	5	21	32	13	27	9	15
ENSG00000100439.10	ABHD4	4495	3639	1634	1203	2412	2473	2411	2492	1456	2610
ENSG00000255804.2	OR6J1	0	0	0	0	0	0	0	0	0	0
ENSG00000242061.1	AL160314.1	0	0	2	0	0	0	0	0	0	0
ENSG00000258458.8	AL160314.2	3	3	9	3	0	3	5	6	3	2
ENSG00000235213.1	OR6E1P	0	0	0	1	0	0	0	2	0	0
ENSG00000258823.1	AL160314.3	0	0	0	0	0	0	0	0	0	0
ENSG00000212302.1	AL135998.2	0	0	0	0	0	0	0	0	0	0
ENSG00000155463.14	OXA1L	1818	2274	1332	1504	1491	1609	1191	1225	1237	1183
ENSG00000155465.20	SLC7A7	87	55	49	22	50	31	19	33	11	67
ENSG00000172590.18	MRPL52	953	865	1209	1328	1127	1830	804	1447	1333	1266
ENSG00000157227.13	MMP14	33412	16909	15270	30240	19083	39171	12203	27626	39525	24267
ENSG00000212335.1	AL135998.3	0	0	0	0	1	0	0	0	0	0
ENSG00000199716.1	AL135998.1	0	0	0	0	1	0	0	0	0	0
ENSG00000197324.9	LRP10	16594	19678	13153	16689	16482	18467	17427	17097	17362	17529
ENSG00000139890.10	REM2	3	3	2	1	1	4	0	3	0	5
ENSG00000100461.18	RBM23	949	1164	695	588	831	772	996	1041	574	845
ENSG00000237054.9	PRMT5-AS1	0	0	2	4	2	3	0	0	2	2
ENSG00000100462.16	PRMT5	502	569	841	849	863	1014	499	802	726	714
ENSG00000257285.6	AL132780.1	17	9	9	8	7	13	17	3	9	8
ENSG00000092036.18	HAUS4	159	271	93	54	118	96	194	71	45	86
ENSG00000259132.1	AL132780.3	0	0	0	0	0	0	0	0	0	0
